0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.45161290322580644,0.024162838749338295,0.03342366757000904,0.16326530612244897,0.0,0.0,0.41666666666666663,1.0,0.6,0.09090909090909091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3709677419354838,0.029541845255374736,0.05359831376091539,0.3061224489795918,0.0,0.0,0.75,0.5,0.36666666666666664,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.09677419354838707,0.032171581769437,0.11472448057813911,0.0,0.22249093107617895,0.08108108108108109,0.3333333333333333,0.5,1.0,0.2727272727272727,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.48387096774193544,0.03410119362715801,0.00662451068955134,0.08163265306122448,0.0,0.0,0.16666666666666666,0.0,0.5,0.7272727272727273,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.09677419354838707,0.02576800259558409,0.07497741644083107,0.0,0.0,0.0,0.16666666666666666,0.5,0.26666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.1774193548387097,0.05044312767883062,0.058717253839205064,0.02040816326530612,0.0,0.0,0.41666666666666663,1.0,0.26666666666666666,0.8181818181818182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.40322580645161293,0.13546558289646693,0.017163504968383016,0.0,0.22853688029020555,0.02702702702702703,0.8333333333333333,0.5,0.6333333333333333,0.7272727272727273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.2258064516129032,0.011782585679889344,0.038843721770551044,0.0,0.0,0.0,0.08333333333333333,0.5,0.8333333333333334,0.2727272727272727,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.596774193548387,0.06109868342412185,0.04396266184884071,0.02040816326530612,0.31559854897218864,0.02702702702702703,0.16666666666666666,0.5,0.06666666666666667,0.4545454545454546,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.2419354838709677,0.0168200679633203,0.039144835892803376,0.02040816326530612,0.0,0.0,0.41666666666666663,0.5,0.16666666666666666,0.9090909090909092,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2903225806451613,0.033110773381602086,0.05480277024992473,0.04081632653061225,0.6396614268440144,0.1891891891891892,0.9166666666666666,1.0,0.8333333333333334,0.8181818181818182,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2741935483870967,0.15286624203821655,0.03462812405901837,0.061224489795918366,0.18742442563482467,0.02702702702702703,0.16666666666666666,0.0,0.7666666666666666,0.4545454545454546,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3548387096774193,0.03010536022267379,0.03733815115928937,0.08163265306122448,0.0,0.0,0.25,1.0,0.13333333333333333,0.7272727272727273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3387096774193548,0.04813783917624358,0.058416139716952725,0.08163265306122448,0.0,0.0,0.41666666666666663,0.5,0.4,0.8181818181818182,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.6451612903225805,0.048035381909461924,0.03733815115928937,0.02040816326530612,0.0,0.0,0.8333333333333333,1.0,0.3,0.8181818181818182,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3064516129032258,0.08476631205068219,0.1737428485395965,0.02040816326530612,0.0,0.0,0.16666666666666666,0.0,0.26666666666666666,0.4545454545454546,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.596774193548387,0.029541845255374736,0.024390243902439025,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.4545454545454546,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.532258064516129,0.029541845255374736,0.039144835892803376,0.02040816326530612,0.0,0.0,0.8333333333333333,0.5,0.8333333333333334,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2741935483870967,0.03968511466675774,0.0689551339957844,0.04081632653061225,0.0,0.0,0.08333333333333333,0.5,0.4,0.09090909090909091,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.1774193548387097,0.03001997916702242,0.031918096958747366,0.0,0.0,0.0,0.8333333333333333,0.5,0.6666666666666666,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.3709677419354838,0.08932566042246545,0.00662451068955134,0.4285714285714285,0.0,0.0,0.8333333333333333,0.5,0.9333333333333333,0.09090909090909091,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3387096774193548,0.029541845255374736,0.20264980427582052,0.02040816326530612,0.0,0.0,0.16666666666666666,0.0,0.7333333333333333,0.5454545454545454,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
